Temperature,Lysozyme 0mgml in PBS buffer,Lysozyme 10mgml in PBS buffer,Lysozyme 20mgml in PBS buffer
52.169,-0.354965,-0.348396,-0.344317
52.177,-0.354965,-0.348397,-0.344318
52.186,-0.354964,-0.348399,-0.34432
52.194,-0.354964,-0.348401,-0.34432
52.202,-0.354964,-0.348402,-0.344321
52.21,-0.354964,-0.348402,-0.344322
52.219,-0.354965,-0.348401,-0.344323
52.227,-0.354967,-0.348401,-0.344324
52.235,-0.354969,-0.348402,-0.344325
52.244,-0.35497,-0.348402,-0.344325
52.252,-0.354971,-0.348403,-0.344326
52.26,-0.354971,-0.348404,-0.344327
52.269,-0.354971,-0.348404,-0.344327
52.277,-0.354972,-0.348406,-0.344327
52.285,-0.354972,-0.348408,-0.344326
52.294,-0.354972,-0.348409,-0.344326
52.302,-0.354972,-0.34841,-0.344326
52.311,-0.354972,-0.348412,-0.344327
52.319,-0.354973,-0.348414,-0.344329
52.327,-0.354974,-0.348415,-0.344329
52.335,-0.354975,-0.348417,-0.34433
52.343,-0.354976,-0.348418,-0.344332
52.352,-0.354976,-0.34842,-0.344333
52.36,-0.354977,-0.34842,-0.344334
52.369,-0.354978,-0.348421,-0.344336
52.377,-0.354979,-0.34842,-0.344336
52.386,-0.35498,-0.34842,-0.344338
52.394,-0.354982,-0.34842,-0.34434
52.402,-0.354984,-0.348419,-0.344342
52.41,-0.354985,-0.348419,-0.344344
52.419,-0.354986,-0.348418,-0.344345
52.427,-0.354987,-0.348418,-0.344346
52.436,-0.354987,-0.348418,-0.344346
52.444,-0.354988,-0.348418,-0.344347
52.452,-0.354987,-0.348419,-0.344347
52.46,-0.354987,-0.34842,-0.344345
52.469,-0.354986,-0.348422,-0.344343
52.477,-0.354986,-0.348423,-0.344341
52.486,-0.354986,-0.348424,-0.34434
52.494,-0.354986,-0.348424,-0.34434
52.502,-0.354987,-0.348424,-0.34434
52.51,-0.354988,-0.348425,-0.344341
52.519,-0.354989,-0.348425,-0.344343
52.527,-0.354989,-0.348425,-0.344345
52.535,-0.354989,-0.348426,-0.344346
52.544,-0.354989,-0.348428,-0.344348
52.552,-0.354988,-0.34843,-0.34435
52.561,-0.354987,-0.348432,-0.344351
52.569,-0.354986,-0.348433,-0.344352
52.577,-0.354987,-0.348434,-0.344352
52.585,-0.354987,-0.348435,-0.344351
52.594,-0.354988,-0.348436,-0.344351
52.602,-0.354989,-0.348436,-0.344351
52.611,-0.354991,-0.348436,-0.344352
52.619,-0.354992,-0.348436,-0.344353
52.627,-0.354993,-0.348436,-0.344353
52.636,-0.354995,-0.348436,-0.344353
52.644,-0.354997,-0.348436,-0.344354
52.652,-0.354998,-0.348437,-0.344355
52.661,-0.354999,-0.348439,-0.344355
52.669,-0.355001,-0.348441,-0.344355
52.678,-0.355002,-0.348443,-0.344356
52.686,-0.355003,-0.348444,-0.344356
52.694,-0.355004,-0.348445,-0.344357
52.702,-0.355005,-0.348446,-0.344358
52.711,-0.355005,-0.348446,-0.344361
52.719,-0.355005,-0.348445,-0.344363
52.727,-0.355006,-0.348444,-0.344364
52.736,-0.355008,-0.348444,-0.344365
52.744,-0.355009,-0.348443,-0.344365
52.753,-0.35501,-0.348444,-0.344365
52.761,-0.355011,-0.348446,-0.344363
52.769,-0.355011,-0.348447,-0.344363
52.777,-0.355011,-0.348449,-0.344363
52.786,-0.355011,-0.34845,-0.344363
52.794,-0.355011,-0.348451,-0.344363
52.803,-0.355012,-0.348451,-0.344364
52.811,-0.355012,-0.348452,-0.344366
52.819,-0.355013,-0.348453,-0.344367
52.827,-0.355014,-0.348453,-0.344367
52.836,-0.355016,-0.348453,-0.344368
52.844,-0.355017,-0.348454,-0.344368
52.852,-0.355019,-0.348455,-0.344368
52.861,-0.35502,-0.348457,-0.344368
52.869,-0.35502,-0.348458,-0.344368
52.878,-0.35502,-0.348458,-0.344367
52.886,-0.355019,-0.348458,-0.344367
52.894,-0.355018,-0.348457,-0.344367
52.903,-0.355018,-0.348457,-0.344368
52.911,-0.355018,-0.348458,-0.344369
52.919,-0.355019,-0.348459,-0.344371
52.928,-0.35502,-0.34846,-0.344372
52.936,-0.355021,-0.348461,-0.344372
52.944,-0.355022,-0.348462,-0.344372
52.953,-0.355024,-0.348464,-0.344372
52.961,-0.355025,-0.348466,-0.344372
52.969,-0.355026,-0.348468,-0.344373
52.978,-0.355027,-0.348469,-0.344372
52.986,-0.355027,-0.348469,-0.344373
52.994,-0.355027,-0.348469,-0.344375
53.003,-0.355028,-0.348469,-0.344377
53.011,-0.355028,-0.348469,-0.344379
53.019,-0.355029,-0.34847,-0.344381
53.027,-0.35503,-0.348471,-0.344381
53.036,-0.35503,-0.348472,-0.344381
53.044,-0.355031,-0.348473,-0.34438
53.053,-0.355033,-0.348475,-0.344381
53.061,-0.355034,-0.348476,-0.344381
53.069,-0.355035,-0.348477,-0.344382
53.078,-0.355036,-0.348477,-0.344382
53.086,-0.355037,-0.348477,-0.344383
53.095,-0.355038,-0.348476,-0.344384
53.103,-0.355039,-0.348475,-0.344386
53.111,-0.355039,-0.348475,-0.344388
53.119,-0.35504,-0.348475,-0.344389
53.128,-0.35504,-0.348476,-0.344389
53.136,-0.355039,-0.348477,-0.34439
53.144,-0.35504,-0.348478,-0.344389
53.152,-0.35504,-0.34848,-0.344389
53.161,-0.355041,-0.34848,-0.344389
53.169,-0.355042,-0.34848,-0.344389
53.177,-0.355043,-0.348481,-0.344389
53.186,-0.355045,-0.348481,-0.34439
53.194,-0.355046,-0.348482,-0.34439
53.203,-0.355046,-0.348483,-0.344391
53.211,-0.355046,-0.348485,-0.344393
53.219,-0.355045,-0.348486,-0.344395
53.228,-0.355044,-0.348488,-0.344396
53.236,-0.355043,-0.348489,-0.344397
53.244,-0.355042,-0.34849,-0.344398
53.253,-0.355042,-0.348491,-0.344399
53.261,-0.355043,-0.348492,-0.344399
53.269,-0.355044,-0.348494,-0.3444
53.277,-0.355046,-0.348496,-0.344401
53.286,-0.355048,-0.348497,-0.344401
53.294,-0.35505,-0.348499,-0.344401
53.303,-0.355051,-0.348499,-0.344401
53.311,-0.355052,-0.3485,-0.344402
53.32,-0.355052,-0.348501,-0.344402
53.328,-0.355051,-0.348502,-0.344402
53.336,-0.35505,-0.348502,-0.344402
53.345,-0.355048,-0.348502,-0.344401
53.353,-0.355047,-0.348502,-0.3444
53.361,-0.355046,-0.348502,-0.3444
53.37,-0.355046,-0.348503,-0.3444
53.378,-0.355047,-0.348504,-0.3444
53.386,-0.355048,-0.348505,-0.344401
53.394,-0.35505,-0.348506,-0.344402
53.403,-0.355052,-0.348507,-0.344403
53.411,-0.355053,-0.348508,-0.344405
53.419,-0.355054,-0.348508,-0.344406
53.428,-0.355055,-0.348509,-0.344407
53.436,-0.355055,-0.348509,-0.344408
53.445,-0.355055,-0.348508,-0.344408
53.453,-0.355055,-0.348507,-0.344409
53.461,-0.355055,-0.348507,-0.344411
53.47,-0.355055,-0.348506,-0.344413
53.478,-0.355056,-0.348507,-0.344414
53.486,-0.355057,-0.348508,-0.344416
53.494,-0.355058,-0.348508,-0.344417
53.503,-0.35506,-0.348509,-0.344418
53.511,-0.355061,-0.348511,-0.344418
53.52,-0.355062,-0.348512,-0.344417
53.528,-0.355063,-0.348514,-0.344417
53.536,-0.355063,-0.348515,-0.344416
53.544,-0.355063,-0.348516,-0.344416
53.553,-0.355063,-0.348517,-0.344418
53.562,-0.355063,-0.348518,-0.344419
53.57,-0.355064,-0.348519,-0.344421
53.578,-0.355065,-0.34852,-0.344423
53.586,-0.355066,-0.34852,-0.344424
53.595,-0.355066,-0.34852,-0.344426
53.603,-0.355067,-0.34852,-0.344427
53.611,-0.355067,-0.348521,-0.344428
53.62,-0.355069,-0.348521,-0.344429
53.628,-0.355069,-0.348521,-0.344429
53.636,-0.355069,-0.348522,-0.344428
53.645,-0.355069,-0.348522,-0.344428
53.653,-0.355069,-0.348523,-0.344429
53.661,-0.355069,-0.348525,-0.34443
53.67,-0.355069,-0.348527,-0.34443
53.678,-0.35507,-0.348529,-0.34443
53.686,-0.35507,-0.348531,-0.34443
53.695,-0.35507,-0.348533,-0.344431
53.703,-0.355072,-0.348535,-0.344432
53.712,-0.355073,-0.348536,-0.344435
53.72,-0.355074,-0.348537,-0.344437
53.728,-0.355076,-0.348538,-0.344438
53.737,-0.355076,-0.348538,-0.344439
53.745,-0.355077,-0.348539,-0.34444
53.753,-0.355077,-0.348541,-0.344442
53.762,-0.355078,-0.348542,-0.344443
53.77,-0.355078,-0.348543,-0.344444
53.779,-0.355077,-0.348544,-0.344444
53.787,-0.355078,-0.348544,-0.344445
53.795,-0.355078,-0.348544,-0.344445
53.803,-0.355078,-0.348545,-0.344445
53.812,-0.355078,-0.348546,-0.344444
53.82,-0.355077,-0.348547,-0.344445
53.829,-0.355077,-0.348548,-0.344445
53.837,-0.355078,-0.34855,-0.344445
53.845,-0.355077,-0.348553,-0.344444
53.854,-0.355077,-0.348556,-0.344444
53.862,-0.355078,-0.348558,-0.344445
53.87,-0.355078,-0.348561,-0.344446
53.878,-0.355078,-0.348562,-0.344448
53.887,-0.355078,-0.348563,-0.344449
53.895,-0.355079,-0.348564,-0.344449
53.903,-0.355079,-0.348565,-0.34445
53.912,-0.35508,-0.348566,-0.344451
53.92,-0.355082,-0.348566,-0.344452
53.928,-0.355084,-0.348566,-0.344453
53.937,-0.355086,-0.348567,-0.344453
53.945,-0.355087,-0.348568,-0.344452
53.953,-0.355089,-0.34857,-0.344453
53.962,-0.35509,-0.348572,-0.344453
53.97,-0.35509,-0.348574,-0.344454
53.978,-0.35509,-0.348576,-0.344454
53.986,-0.355091,-0.348578,-0.344456
53.995,-0.35509,-0.348579,-0.344457
54.004,-0.35509,-0.348581,-0.344457
54.012,-0.355091,-0.348583,-0.344459
54.02,-0.355091,-0.348584,-0.344461
54.029,-0.355091,-0.348585,-0.344462
54.037,-0.355091,-0.348586,-0.344464
54.045,-0.355092,-0.348587,-0.344464
54.054,-0.355092,-0.348588,-0.344465
54.062,-0.355092,-0.348589,-0.344467
54.07,-0.355092,-0.34859,-0.34447
54.078,-0.355092,-0.348591,-0.344472
54.087,-0.355092,-0.348591,-0.344473
54.095,-0.355093,-0.348592,-0.344474
54.103,-0.355093,-0.348592,-0.344477
54.112,-0.355092,-0.348593,-0.344478
54.12,-0.355091,-0.348594,-0.344479
54.129,-0.35509,-0.348595,-0.344479
54.137,-0.355089,-0.348595,-0.344478
54.145,-0.355088,-0.348596,-0.344478
54.154,-0.355086,-0.348598,-0.344478
54.162,-0.355085,-0.348599,-0.344478
54.17,-0.355084,-0.3486,-0.344479
54.178,-0.355084,-0.348602,-0.344479
54.187,-0.355084,-0.348603,-0.34448
54.195,-0.355085,-0.348605,-0.344481
54.204,-0.355085,-0.348607,-0.344481
54.212,-0.355085,-0.348609,-0.344482
54.22,-0.355085,-0.348611,-0.344482
54.228,-0.355085,-0.348612,-0.344482
54.237,-0.355085,-0.348613,-0.344483
54.245,-0.355085,-0.348613,-0.344483
54.253,-0.355085,-0.348613,-0.344483
54.262,-0.355085,-0.348614,-0.344484
54.27,-0.355086,-0.348615,-0.344485
54.279,-0.355088,-0.348615,-0.344486
54.287,-0.355089,-0.348616,-0.344487
54.295,-0.35509,-0.348617,-0.344488
54.303,-0.35509,-0.348618,-0.344489
54.312,-0.35509,-0.348619,-0.34449
54.32,-0.35509,-0.348619,-0.344491
54.329,-0.35509,-0.348619,-0.344492
54.337,-0.35509,-0.348619,-0.344494
54.345,-0.355089,-0.348619,-0.344496
54.353,-0.355089,-0.348619,-0.344497
54.362,-0.355088,-0.348619,-0.344497
54.37,-0.355088,-0.348619,-0.344499
54.379,-0.355087,-0.348619,-0.344501
54.387,-0.355087,-0.348619,-0.344503
54.395,-0.355087,-0.348619,-0.344505
54.404,-0.355087,-0.34862,-0.344506
54.412,-0.355087,-0.34862,-0.344507
54.42,-0.355088,-0.348621,-0.344508
54.429,-0.355089,-0.348622,-0.344508
54.437,-0.355088,-0.348624,-0.344509
54.445,-0.355088,-0.348626,-0.34451
54.454,-0.355088,-0.348627,-0.34451
54.462,-0.355089,-0.348627,-0.344509
54.47,-0.355089,-0.348627,-0.344509
54.479,-0.355089,-0.348627,-0.344509
54.487,-0.355089,-0.348627,-0.34451
54.495,-0.35509,-0.348626,-0.344511
54.504,-0.355091,-0.348625,-0.344512
54.512,-0.355092,-0.348626,-0.344513
54.52,-0.355092,-0.348626,-0.344514
54.529,-0.355091,-0.348626,-0.344515
54.537,-0.35509,-0.348626,-0.344516
54.545,-0.355088,-0.348626,-0.344517
54.554,-0.355088,-0.348626,-0.344518
54.562,-0.355088,-0.348625,-0.344518
54.571,-0.355088,-0.348624,-0.344518
54.579,-0.355088,-0.348623,-0.34452
54.587,-0.355089,-0.348622,-0.344521
54.596,-0.35509,-0.348621,-0.344522
54.604,-0.355091,-0.348621,-0.344524
54.612,-0.355092,-0.348622,-0.344525
54.62,-0.355092,-0.348623,-0.344526
54.629,-0.355092,-0.348624,-0.344526
54.637,-0.355093,-0.348625,-0.344527
54.646,-0.355093,-0.348626,-0.344527
54.654,-0.355094,-0.348626,-0.344528
54.662,-0.355095,-0.348626,-0.344528
54.671,-0.355095,-0.348626,-0.344529
54.679,-0.355095,-0.348626,-0.34453
54.687,-0.355095,-0.348626,-0.344531
54.696,-0.355095,-0.348627,-0.344533
54.704,-0.355095,-0.348627,-0.344533
54.712,-0.355095,-0.348626,-0.344534
54.72,-0.355095,-0.348626,-0.344534
54.729,-0.355095,-0.348627,-0.344534
54.737,-0.355095,-0.348627,-0.344534
54.745,-0.355093,-0.348627,-0.344535
54.754,-0.355092,-0.348627,-0.344535
54.762,-0.355091,-0.348627,-0.344535
54.77,-0.35509,-0.348628,-0.344534
54.779,-0.355089,-0.348629,-0.344534
54.787,-0.355089,-0.34863,-0.344535
54.795,-0.355089,-0.348631,-0.344536
54.804,-0.35509,-0.348631,-0.344536
54.812,-0.355091,-0.348631,-0.344537
54.82,-0.355091,-0.348631,-0.344538
54.829,-0.355091,-0.348632,-0.344539
54.837,-0.355091,-0.348633,-0.344539
54.846,-0.35509,-0.348634,-0.34454
54.854,-0.355089,-0.348636,-0.344541
54.862,-0.355089,-0.348637,-0.344542
54.871,-0.355089,-0.348638,-0.344542
54.879,-0.355088,-0.34864,-0.344543
54.887,-0.355088,-0.348641,-0.344544
54.895,-0.355087,-0.348641,-0.344544
54.904,-0.355087,-0.348641,-0.344543
54.912,-0.355087,-0.348641,-0.344543
54.92,-0.355087,-0.348641,-0.344544
54.929,-0.355087,-0.348642,-0.344545
54.937,-0.355088,-0.348642,-0.344545
54.946,-0.355088,-0.348642,-0.344546
54.954,-0.355088,-0.348642,-0.344548
54.962,-0.355089,-0.348642,-0.344549
54.971,-0.35509,-0.348642,-0.34455
54.979,-0.35509,-0.348641,-0.344551
54.987,-0.355089,-0.34864,-0.344552
54.996,-0.355089,-0.348639,-0.344553
55.004,-0.355089,-0.348638,-0.344553
55.012,-0.355089,-0.348638,-0.344554
55.021,-0.355089,-0.348639,-0.344554
55.029,-0.355088,-0.34864,-0.344554
55.037,-0.355088,-0.348642,-0.344554
55.046,-0.355087,-0.348644,-0.344554
55.054,-0.355087,-0.348645,-0.344555
55.062,-0.355088,-0.348646,-0.344556
55.071,-0.355089,-0.348647,-0.344556
55.079,-0.35509,-0.348647,-0.344556
55.087,-0.35509,-0.348646,-0.344556
55.096,-0.35509,-0.348645,-0.344557
55.104,-0.35509,-0.348644,-0.344557
55.112,-0.355091,-0.348645,-0.344557
55.121,-0.35509,-0.348645,-0.344558
55.129,-0.35509,-0.348645,-0.344558
55.137,-0.355089,-0.348646,-0.344559
55.146,-0.355088,-0.348646,-0.34456
55.154,-0.355087,-0.348646,-0.344562
55.162,-0.355086,-0.348646,-0.344563
55.171,-0.355085,-0.348647,-0.344563
55.179,-0.355085,-0.348648,-0.344564
55.187,-0.355085,-0.348648,-0.344564
55.196,-0.355086,-0.348649,-0.344563
55.204,-0.355088,-0.348649,-0.344562
55.212,-0.355089,-0.348648,-0.344562
55.221,-0.355091,-0.348648,-0.344561
55.229,-0.355092,-0.348648,-0.344561
55.237,-0.355092,-0.348646,-0.344561
55.246,-0.355092,-0.348645,-0.344561
55.254,-0.355091,-0.348645,-0.344561
55.262,-0.35509,-0.348644,-0.344562
55.271,-0.355089,-0.348644,-0.344563
55.279,-0.355088,-0.348644,-0.344565
55.288,-0.355087,-0.348644,-0.344565
55.296,-0.355086,-0.348644,-0.344567
55.304,-0.355086,-0.348644,-0.344568
55.313,-0.355086,-0.348644,-0.344569
55.321,-0.355087,-0.348645,-0.34457
55.329,-0.355086,-0.348645,-0.344571
55.338,-0.355086,-0.348645,-0.344572
55.346,-0.355087,-0.348644,-0.344572
55.354,-0.355087,-0.348643,-0.344573
55.363,-0.355088,-0.348643,-0.344574
55.371,-0.35509,-0.348642,-0.344575
55.379,-0.355091,-0.348642,-0.344576
55.388,-0.355091,-0.348642,-0.344577
55.396,-0.355092,-0.348642,-0.344578
55.404,-0.355093,-0.348643,-0.344578
55.413,-0.355094,-0.348644,-0.344579
55.421,-0.355095,-0.348647,-0.344578
55.43,-0.355097,-0.348649,-0.344579
55.437,-0.355098,-0.348652,-0.34458
55.446,-0.355099,-0.348654,-0.344582
55.454,-0.3551,-0.348655,-0.344583
55.463,-0.355101,-0.348656,-0.344585
55.471,-0.355101,-0.348657,-0.344586
55.479,-0.3551,-0.348657,-0.344587
55.488,-0.355099,-0.348656,-0.344587
55.496,-0.355098,-0.348655,-0.344587
55.504,-0.355096,-0.348655,-0.344587
55.512,-0.355095,-0.348654,-0.344587
55.521,-0.355094,-0.348654,-0.344587
55.529,-0.355095,-0.348655,-0.344587
55.538,-0.355096,-0.348655,-0.344588
55.546,-0.355097,-0.348655,-0.344588
55.554,-0.355098,-0.348656,-0.344589
55.563,-0.3551,-0.348657,-0.34459
55.571,-0.355102,-0.348657,-0.344591
55.579,-0.355103,-0.348657,-0.344592
55.588,-0.355104,-0.348658,-0.344592
55.596,-0.355103,-0.348658,-0.344591
55.604,-0.355103,-0.348658,-0.344591
55.612,-0.355103,-0.348658,-0.344592
55.621,-0.355104,-0.348659,-0.344591
55.629,-0.355104,-0.348659,-0.34459
55.637,-0.355105,-0.34866,-0.344589
55.646,-0.355106,-0.348662,-0.344588
55.654,-0.355108,-0.348662,-0.344588
55.663,-0.355109,-0.348662,-0.34459
55.671,-0.35511,-0.348662,-0.344592
55.679,-0.355111,-0.348662,-0.344594
55.688,-0.355111,-0.348662,-0.344596
55.696,-0.355111,-0.348662,-0.344598
55.704,-0.355111,-0.348662,-0.3446
55.713,-0.355111,-0.348661,-0.344601
55.721,-0.355111,-0.348661,-0.344601
55.729,-0.355111,-0.348661,-0.344601
55.738,-0.355112,-0.348661,-0.344601
55.746,-0.355113,-0.348661,-0.344601
55.755,-0.355114,-0.348661,-0.344601
55.763,-0.355115,-0.348661,-0.344601
55.771,-0.355116,-0.34866,-0.344603
55.78,-0.355117,-0.348659,-0.344604
55.788,-0.355118,-0.348659,-0.344605
55.796,-0.355118,-0.348659,-0.344606
55.804,-0.355119,-0.348659,-0.344608
55.813,-0.355119,-0.348659,-0.344609
55.821,-0.355119,-0.348658,-0.344609
55.829,-0.35512,-0.348658,-0.34461
55.838,-0.355121,-0.348658,-0.344611
55.846,-0.355122,-0.348657,-0.344611
55.854,-0.355123,-0.348658,-0.344612
55.863,-0.355123,-0.348658,-0.344613
55.871,-0.355123,-0.348659,-0.344614
55.88,-0.355123,-0.348659,-0.344615
55.888,-0.355123,-0.34866,-0.344617
55.896,-0.355124,-0.34866,-0.344617
55.905,-0.355124,-0.348661,-0.344617
55.913,-0.355124,-0.348661,-0.344617
55.921,-0.355124,-0.348662,-0.344617
55.929,-0.355125,-0.348662,-0.344617
55.938,-0.355126,-0.348663,-0.344617
55.946,-0.355128,-0.348664,-0.344617
55.955,-0.355129,-0.348665,-0.344616
55.963,-0.355131,-0.348666,-0.344615
55.971,-0.355132,-0.348667,-0.344616
55.98,-0.355133,-0.348667,-0.344618
55.988,-0.355133,-0.348667,-0.344619
55.996,-0.355134,-0.348667,-0.344621
56.005,-0.355135,-0.348666,-0.344622
56.013,-0.355136,-0.348665,-0.344623
56.021,-0.355136,-0.348665,-0.344626
56.029,-0.355136,-0.348665,-0.344628
56.038,-0.355136,-0.348666,-0.34463
56.047,-0.355137,-0.348666,-0.344631
56.055,-0.355138,-0.348667,-0.344631
56.063,-0.355138,-0.348668,-0.344631
56.071,-0.355138,-0.348669,-0.344631
56.08,-0.355139,-0.348671,-0.344631
56.088,-0.355141,-0.348672,-0.344631
56.096,-0.355143,-0.348673,-0.34463
56.105,-0.355145,-0.348674,-0.34463
56.113,-0.355147,-0.348676,-0.344631
56.122,-0.355149,-0.348677,-0.344633
56.13,-0.355151,-0.348678,-0.344634
56.138,-0.355152,-0.348679,-0.344634
56.146,-0.355152,-0.348679,-0.344636
56.155,-0.355152,-0.348678,-0.344636
56.163,-0.355151,-0.348677,-0.344636
56.171,-0.35515,-0.348675,-0.344636
56.18,-0.355149,-0.348673,-0.344637
56.188,-0.355149,-0.348672,-0.344637
56.196,-0.355149,-0.34867,-0.344639
56.205,-0.355149,-0.34867,-0.344641
56.213,-0.35515,-0.348671,-0.344643
56.221,-0.355151,-0.348672,-0.344645
56.23,-0.355152,-0.348673,-0.344647
56.238,-0.355153,-0.348673,-0.344648
56.246,-0.355153,-0.348674,-0.34465
56.255,-0.355153,-0.348674,-0.34465
56.263,-0.355154,-0.348674,-0.344651
56.271,-0.355154,-0.348674,-0.344652
56.28,-0.355155,-0.348674,-0.344653
56.288,-0.355155,-0.348673,-0.344654
56.296,-0.355155,-0.348673,-0.344656
56.305,-0.355156,-0.348673,-0.344658
56.313,-0.355158,-0.348675,-0.344659
56.321,-0.355158,-0.348676,-0.34466
56.33,-0.35516,-0.348677,-0.344661
56.338,-0.355161,-0.348678,-0.344661
56.346,-0.355162,-0.34868,-0.344662
56.355,-0.355163,-0.348681,-0.344663
56.363,-0.355164,-0.348682,-0.344664
56.371,-0.355165,-0.348682,-0.344664
56.38,-0.355165,-0.348683,-0.344665
56.388,-0.355166,-0.348683,-0.344667
56.396,-0.355167,-0.348684,-0.344668
56.405,-0.355167,-0.348684,-0.34467
56.413,-0.355168,-0.348685,-0.344672
56.422,-0.355168,-0.348686,-0.344672
56.43,-0.355169,-0.348686,-0.344672
56.438,-0.35517,-0.348685,-0.344672
56.446,-0.355173,-0.348685,-0.344672
56.455,-0.355175,-0.348685,-0.344673
56.463,-0.355176,-0.348685,-0.344674
56.472,-0.355177,-0.348684,-0.344675
56.48,-0.355178,-0.348685,-0.344677
56.488,-0.355179,-0.348686,-0.344678
56.496,-0.355178,-0.348687,-0.344681
56.505,-0.355178,-0.348688,-0.344683
56.513,-0.355178,-0.34869,-0.344685
56.522,-0.355178,-0.348693,-0.344686
56.53,-0.355179,-0.348694,-0.344688
56.538,-0.35518,-0.348695,-0.344689
56.547,-0.355181,-0.348696,-0.34469
56.555,-0.355182,-0.348697,-0.344691
56.563,-0.355183,-0.348697,-0.344692
56.572,-0.355184,-0.348697,-0.344693
56.58,-0.355185,-0.348697,-0.344694
56.588,-0.355187,-0.348698,-0.344694
56.596,-0.355188,-0.348698,-0.344694
56.605,-0.355189,-0.3487,-0.344694
56.613,-0.355191,-0.348701,-0.344694
56.621,-0.355192,-0.348701,-0.344695
56.63,-0.355193,-0.348701,-0.344696
56.638,-0.355193,-0.3487,-0.344697
56.647,-0.355194,-0.3487,-0.344698
56.655,-0.355194,-0.3487,-0.344699
56.663,-0.355194,-0.3487,-0.3447
56.672,-0.355194,-0.348701,-0.344702
56.68,-0.355194,-0.348701,-0.344703
56.689,-0.355193,-0.348702,-0.344705
56.697,-0.355193,-0.348704,-0.344707
56.705,-0.355193,-0.348706,-0.34471
56.714,-0.355194,-0.348707,-0.344712
56.722,-0.355195,-0.348708,-0.344714
56.73,-0.355196,-0.348709,-0.344716
56.739,-0.355198,-0.348709,-0.344717
56.747,-0.355199,-0.348709,-0.344718
56.755,-0.355201,-0.348709,-0.344718
56.764,-0.355203,-0.34871,-0.344718
56.772,-0.355206,-0.348712,-0.344718
56.78,-0.355208,-0.348713,-0.344718
56.789,-0.35521,-0.348714,-0.344719
56.797,-0.355212,-0.348715,-0.34472
56.805,-0.355214,-0.348716,-0.344721
56.814,-0.355215,-0.348717,-0.344723
56.822,-0.355217,-0.348717,-0.344724
56.83,-0.355217,-0.348717,-0.344726
56.839,-0.355218,-0.348717,-0.344727
56.847,-0.355219,-0.348717,-0.344729
56.855,-0.35522,-0.348718,-0.34473
56.863,-0.35522,-0.348721,-0.344731
56.872,-0.355221,-0.348723,-0.344732
56.88,-0.355221,-0.348726,-0.344734
56.889,-0.355222,-0.348728,-0.344736
56.897,-0.355224,-0.348729,-0.344738
56.905,-0.355226,-0.348729,-0.344741
56.914,-0.355228,-0.348729,-0.344743
56.922,-0.355229,-0.348729,-0.344744
56.93,-0.35523,-0.348728,-0.344745
56.939,-0.355231,-0.348727,-0.344746
56.947,-0.355232,-0.348726,-0.344747
56.955,-0.355233,-0.348726,-0.344746
56.964,-0.355234,-0.348726,-0.344747
56.972,-0.355235,-0.348726,-0.344747
56.98,-0.355235,-0.348726,-0.344748
56.989,-0.355236,-0.348725,-0.344749
56.997,-0.355236,-0.348725,-0.344751
57.005,-0.355238,-0.348725,-0.344753
57.014,-0.355239,-0.348726,-0.344756
57.022,-0.35524,-0.348727,-0.344758
57.03,-0.355241,-0.348729,-0.34476
57.039,-0.355242,-0.34873,-0.344762
57.047,-0.355242,-0.348731,-0.344762
57.056,-0.355244,-0.348732,-0.344763
57.064,-0.355245,-0.348733,-0.344763
57.072,-0.355246,-0.348733,-0.344764
57.08,-0.355246,-0.348733,-0.344764
57.089,-0.355247,-0.348734,-0.344765
57.097,-0.355247,-0.348735,-0.344766
57.105,-0.355247,-0.348736,-0.344768
57.114,-0.355246,-0.348737,-0.34477
57.122,-0.355246,-0.348739,-0.344772
57.13,-0.355246,-0.34874,-0.344774
57.139,-0.355245,-0.348741,-0.344775
57.147,-0.355246,-0.348742,-0.344776
57.156,-0.355247,-0.348744,-0.344776
57.164,-0.35525,-0.348745,-0.344777
57.172,-0.355252,-0.348747,-0.344777
57.18,-0.355254,-0.348748,-0.344778
57.189,-0.355256,-0.348749,-0.344779
57.197,-0.355258,-0.34875,-0.344781
57.206,-0.35526,-0.348751,-0.344783
57.214,-0.355261,-0.348751,-0.344786
57.222,-0.355262,-0.348751,-0.344788
57.23,-0.355263,-0.348751,-0.34479
57.239,-0.355263,-0.348751,-0.344791
57.247,-0.355263,-0.348751,-0.344792
57.256,-0.355264,-0.348752,-0.344793
57.264,-0.355264,-0.348754,-0.344794
57.272,-0.355266,-0.348755,-0.344795
57.28,-0.355268,-0.348756,-0.344795
57.289,-0.35527,-0.348757,-0.344796
57.297,-0.355271,-0.348759,-0.344798
57.306,-0.355273,-0.348761,-0.3448
57.314,-0.355276,-0.348762,-0.344801
57.322,-0.355277,-0.348763,-0.344803
57.331,-0.355279,-0.348764,-0.344804
57.339,-0.35528,-0.348765,-0.344806
57.348,-0.355281,-0.348766,-0.344806
57.355,-0.355281,-0.348766,-0.344807
57.364,-0.355282,-0.348766,-0.344808
57.372,-0.355281,-0.348766,-0.344809
57.381,-0.355283,-0.348766,-0.344811
57.389,-0.355283,-0.348766,-0.344813
57.397,-0.355283,-0.348766,-0.344815
57.406,-0.355284,-0.348767,-0.344817
57.414,-0.355285,-0.348769,-0.344819
57.422,-0.355286,-0.34877,-0.344821
57.431,-0.355287,-0.348771,-0.344823
57.439,-0.355289,-0.348773,-0.344825
