Temperature,Lysozyme 0mgml in PBS buffer,Lysozyme 10mgml in PBS buffer,Lysozyme 20mgml in PBS buffer
67.713,-0.35597,-0.350252,-0.347424
67.722,-0.35597,-0.350255,-0.347429
67.73,-0.355971,-0.350258,-0.347434
67.738,-0.355973,-0.350262,-0.347439
67.747,-0.355973,-0.350267,-0.347445
67.755,-0.355975,-0.350271,-0.347451
67.763,-0.355975,-0.350275,-0.347458
67.772,-0.355975,-0.350279,-0.347464
67.78,-0.355975,-0.350283,-0.347471
67.788,-0.355974,-0.350284,-0.347477
67.797,-0.355973,-0.350287,-0.347483
67.805,-0.355972,-0.350289,-0.347488
67.813,-0.355972,-0.350291,-0.347494
67.822,-0.355972,-0.350294,-0.3475
67.83,-0.355971,-0.350298,-0.347508
67.838,-0.35597,-0.350302,-0.347515
67.847,-0.35597,-0.350306,-0.347522
67.855,-0.35597,-0.350311,-0.347529
67.863,-0.35597,-0.350316,-0.347535
67.872,-0.35597,-0.350321,-0.347542
67.88,-0.355971,-0.350325,-0.347548
67.888,-0.355971,-0.350329,-0.347554
67.897,-0.355971,-0.350334,-0.347559
67.905,-0.355971,-0.350337,-0.347565
67.913,-0.355971,-0.350341,-0.347571
67.921,-0.355971,-0.350346,-0.347578
67.93,-0.35597,-0.35035,-0.347586
67.938,-0.35597,-0.350355,-0.347594
67.947,-0.355969,-0.350359,-0.347601
67.955,-0.355968,-0.350364,-0.347609
67.964,-0.355966,-0.350368,-0.347616
67.972,-0.355965,-0.350371,-0.347624
67.98,-0.355965,-0.350375,-0.347631
67.989,-0.355964,-0.350377,-0.347638
67.997,-0.355964,-0.350379,-0.347644
68.005,-0.355964,-0.350381,-0.34765
68.014,-0.355964,-0.350383,-0.347657
68.022,-0.355965,-0.350386,-0.347664
68.03,-0.355967,-0.350389,-0.347671
68.038,-0.355968,-0.350393,-0.347679
68.047,-0.355969,-0.350398,-0.347686
68.055,-0.355971,-0.350402,-0.347694
68.064,-0.355972,-0.350407,-0.347702
68.072,-0.355973,-0.350411,-0.34771
68.08,-0.355973,-0.350416,-0.347717
68.088,-0.355973,-0.350421,-0.347724
68.097,-0.355974,-0.350426,-0.347732
68.105,-0.355974,-0.350431,-0.347738
68.113,-0.355974,-0.350436,-0.347745
68.122,-0.355974,-0.35044,-0.347752
68.13,-0.355974,-0.350445,-0.347759
68.139,-0.355975,-0.350448,-0.347766
68.147,-0.355977,-0.350452,-0.347772
68.155,-0.355979,-0.350455,-0.347778
68.164,-0.35598,-0.350459,-0.347785
68.172,-0.355981,-0.350463,-0.347792
68.18,-0.355981,-0.350467,-0.347799
68.188,-0.355981,-0.350471,-0.347806
68.197,-0.35598,-0.350475,-0.347813
68.205,-0.355979,-0.350479,-0.34782
68.213,-0.355977,-0.350484,-0.347826
68.222,-0.355976,-0.350488,-0.347833
68.23,-0.355974,-0.350492,-0.34784
68.238,-0.355973,-0.350496,-0.347847
68.247,-0.355972,-0.3505,-0.347854
68.255,-0.355973,-0.350504,-0.347861
68.264,-0.355973,-0.350507,-0.347868
68.272,-0.355973,-0.35051,-0.347876
68.28,-0.355974,-0.350512,-0.347883
68.288,-0.355975,-0.350515,-0.34789
68.297,-0.355975,-0.350518,-0.347897
68.305,-0.355975,-0.350521,-0.347904
68.314,-0.355974,-0.350526,-0.347911
68.322,-0.355974,-0.350531,-0.347919
68.33,-0.355973,-0.350537,-0.347926
68.339,-0.355972,-0.350543,-0.347934
68.347,-0.355971,-0.350548,-0.347943
68.355,-0.355971,-0.350552,-0.347951
68.364,-0.355971,-0.350555,-0.34796
68.372,-0.355971,-0.350559,-0.347969
68.38,-0.35597,-0.350562,-0.347977
68.389,-0.35597,-0.350566,-0.347985
68.397,-0.355971,-0.35057,-0.347993
68.405,-0.355971,-0.350574,-0.348001
68.414,-0.355971,-0.350578,-0.348009
68.422,-0.355972,-0.350583,-0.348016
68.43,-0.355972,-0.350588,-0.348024
68.438,-0.355972,-0.350593,-0.348031
68.447,-0.355972,-0.350598,-0.348038
68.455,-0.355972,-0.350604,-0.348044
68.463,-0.355971,-0.350609,-0.348051
68.472,-0.355971,-0.350613,-0.348057
68.48,-0.355972,-0.350617,-0.348064
68.489,-0.355972,-0.350622,-0.348073
68.497,-0.355973,-0.350627,-0.348081
68.505,-0.355972,-0.350633,-0.34809
68.514,-0.355973,-0.350639,-0.348099
68.522,-0.355973,-0.350645,-0.348108
68.53,-0.355973,-0.35065,-0.348117
68.539,-0.355972,-0.350655,-0.348126
68.547,-0.355971,-0.350661,-0.348133
68.556,-0.355971,-0.350666,-0.34814
68.564,-0.35597,-0.350671,-0.348147
68.572,-0.355969,-0.350676,-0.348153
68.58,-0.355968,-0.350681,-0.348161
68.589,-0.355968,-0.350686,-0.348167
68.597,-0.355968,-0.350693,-0.348174
68.605,-0.355968,-0.350699,-0.348181
68.614,-0.355967,-0.350705,-0.348188
68.622,-0.355968,-0.35071,-0.348197
68.63,-0.355968,-0.350715,-0.348206
68.639,-0.355969,-0.35072,-0.348215
68.647,-0.35597,-0.350724,-0.348224
68.655,-0.35597,-0.350728,-0.348234
68.664,-0.355971,-0.350732,-0.348243
68.672,-0.355972,-0.350736,-0.348257
68.68,-0.355971,-0.350741,-0.348267
68.689,-0.355971,-0.350746,-0.348277
68.697,-0.355969,-0.350753,-0.348287
68.705,-0.355968,-0.350758,-0.348296
68.714,-0.355968,-0.350765,-0.348305
68.722,-0.355968,-0.350772,-0.348314
68.73,-0.355969,-0.350778,-0.348323
68.739,-0.35597,-0.350783,-0.348332
68.747,-0.355971,-0.350788,-0.348339
68.755,-0.355971,-0.350792,-0.348346
68.764,-0.355973,-0.350796,-0.348353
68.772,-0.355975,-0.3508,-0.348361
68.781,-0.355976,-0.350805,-0.348369
68.789,-0.355977,-0.35081,-0.348377
68.797,-0.355978,-0.350814,-0.348386
68.806,-0.355979,-0.350819,-0.348394
68.814,-0.35598,-0.350823,-0.348404
68.822,-0.355981,-0.350829,-0.348417
68.831,-0.355981,-0.350834,-0.348432
68.839,-0.35598,-0.350838,-0.348442
68.847,-0.355979,-0.350842,-0.348451
68.856,-0.355979,-0.350848,-0.34846
68.864,-0.355979,-0.350853,-0.348468
68.872,-0.355979,-0.350859,-0.348476
68.881,-0.355979,-0.350866,-0.348483
68.889,-0.355979,-0.350873,-0.348491
68.897,-0.355981,-0.35088,-0.348499
68.906,-0.355982,-0.350886,-0.348508
68.914,-0.355983,-0.350892,-0.348517
68.922,-0.355984,-0.350898,-0.348526
68.931,-0.355984,-0.350903,-0.348535
68.939,-0.355984,-0.350907,-0.348544
68.947,-0.355984,-0.350911,-0.348553
68.956,-0.355983,-0.350916,-0.348561
68.964,-0.355983,-0.350922,-0.34857
68.972,-0.355983,-0.350927,-0.348579
68.981,-0.355983,-0.350933,-0.348588
68.989,-0.355984,-0.350939,-0.348597
68.997,-0.355985,-0.350946,-0.348606
69.006,-0.355986,-0.350953,-0.348615
69.014,-0.355987,-0.350959,-0.348623
69.022,-0.355988,-0.350965,-0.348631
69.031,-0.355989,-0.350971,-0.34864
69.039,-0.355989,-0.350977,-0.348649
69.047,-0.355988,-0.350984,-0.348657
69.055,-0.355988,-0.350991,-0.348667
69.064,-0.355987,-0.350997,-0.348676
69.072,-0.355986,-0.351003,-0.348684
69.081,-0.355985,-0.35101,-0.348693
69.089,-0.355985,-0.351016,-0.348702
69.097,-0.355985,-0.351022,-0.348711
69.106,-0.355987,-0.351029,-0.348719
69.114,-0.355987,-0.351036,-0.348728
69.123,-0.355988,-0.351043,-0.348736
69.131,-0.355988,-0.35105,-0.348746
69.139,-0.355989,-0.351056,-0.348755
69.147,-0.35599,-0.351062,-0.348766
69.156,-0.355991,-0.351068,-0.348776
69.164,-0.355992,-0.351074,-0.348785
69.172,-0.355992,-0.35108,-0.348795
69.181,-0.355993,-0.351086,-0.348805
69.189,-0.355993,-0.351093,-0.348815
69.197,-0.355993,-0.351099,-0.348825
69.206,-0.355993,-0.351106,-0.348835
69.214,-0.355993,-0.351113,-0.348845
69.222,-0.355994,-0.35112,-0.348856
69.231,-0.355994,-0.351126,-0.348866
69.239,-0.355995,-0.351131,-0.348877
69.248,-0.355995,-0.351136,-0.348886
69.256,-0.355996,-0.351142,-0.348896
69.264,-0.355996,-0.351147,-0.348905
69.273,-0.355996,-0.351153,-0.348915
69.281,-0.355997,-0.351159,-0.348925
69.289,-0.355997,-0.351165,-0.348935
69.297,-0.355996,-0.351172,-0.348945
69.306,-0.355996,-0.351178,-0.348955
69.314,-0.355996,-0.351184,-0.348965
69.323,-0.355996,-0.35119,-0.348976
69.331,-0.355996,-0.351196,-0.348986
69.339,-0.355995,-0.351201,-0.348995
69.347,-0.355994,-0.351206,-0.349004
69.356,-0.355995,-0.351212,-0.349014
69.364,-0.355995,-0.351218,-0.349023
69.372,-0.355996,-0.351224,-0.349032
69.381,-0.355996,-0.35123,-0.349042
69.389,-0.355997,-0.351237,-0.349051
69.397,-0.355998,-0.351244,-0.34906
69.406,-0.355998,-0.351251,-0.349069
69.414,-0.355999,-0.351258,-0.349079
69.423,-0.355999,-0.351265,-0.349089
69.431,-0.355999,-0.351272,-0.349098
69.439,-0.356,-0.351279,-0.349108
69.447,-0.356,-0.351285,-0.349118
69.456,-0.356001,-0.351292,-0.349128
69.464,-0.356002,-0.351299,-0.349138
69.472,-0.356003,-0.351305,-0.349149
69.481,-0.356004,-0.351311,-0.349159
69.489,-0.356004,-0.351318,-0.349169
69.497,-0.356005,-0.351324,-0.349179
69.506,-0.356005,-0.35133,-0.349189
69.514,-0.356006,-0.351336,-0.349199
69.522,-0.356007,-0.351342,-0.349209
69.531,-0.356008,-0.351348,-0.349219
69.539,-0.356008,-0.351354,-0.34923
69.547,-0.356008,-0.35136,-0.34924
69.556,-0.356007,-0.351366,-0.349251
69.564,-0.356007,-0.351372,-0.349262
69.572,-0.356007,-0.351379,-0.349272
69.581,-0.356007,-0.351385,-0.349283
69.589,-0.356008,-0.35139,-0.349294
69.598,-0.356009,-0.351397,-0.349305
69.606,-0.35601,-0.351403,-0.349316
69.615,-0.356011,-0.351408,-0.349327
69.623,-0.356013,-0.351414,-0.349338
69.631,-0.356015,-0.351419,-0.349349
69.639,-0.356017,-0.351425,-0.349359
69.647,-0.356019,-0.35143,-0.34937
69.656,-0.35602,-0.351437,-0.34938
69.664,-0.356021,-0.351444,-0.349389
69.673,-0.356022,-0.351451,-0.349398
69.681,-0.356022,-0.351458,-0.349408
69.689,-0.356023,-0.351465,-0.349419
69.697,-0.356024,-0.351473,-0.34943
69.706,-0.356026,-0.351479,-0.349441
69.714,-0.356027,-0.351485,-0.349452
69.723,-0.356028,-0.351491,-0.349462
69.731,-0.356029,-0.351496,-0.349473
69.739,-0.356029,-0.351502,-0.349483
69.748,-0.356029,-0.351507,-0.349494
69.756,-0.356029,-0.351513,-0.349504
69.764,-0.356028,-0.351519,-0.349514
69.773,-0.356027,-0.351526,-0.349524
69.781,-0.356027,-0.351533,-0.349536
69.789,-0.356027,-0.35154,-0.349547
69.798,-0.356027,-0.351546,-0.349558
69.806,-0.356027,-0.351553,-0.349569
69.814,-0.356029,-0.351559,-0.34958
69.823,-0.35603,-0.351565,-0.349591
69.831,-0.356031,-0.351572,-0.349601
69.84,-0.356032,-0.351578,-0.349613
69.848,-0.356033,-0.351583,-0.349624
69.856,-0.356034,-0.35159,-0.349635
69.865,-0.356036,-0.351598,-0.349646
69.873,-0.356037,-0.351605,-0.349657
69.881,-0.356038,-0.351611,-0.349667
69.89,-0.35604,-0.351617,-0.349679
69.898,-0.356041,-0.351624,-0.34969
69.906,-0.356042,-0.35163,-0.349702
69.915,-0.356042,-0.351636,-0.349713
69.923,-0.356043,-0.351642,-0.349724
69.931,-0.356043,-0.351648,-0.349735
69.94,-0.356043,-0.351654,-0.349746
69.948,-0.356044,-0.35166,-0.349756
69.956,-0.356044,-0.351667,-0.349766
69.965,-0.356044,-0.351673,-0.349776
69.973,-0.356045,-0.35168,-0.349786
69.981,-0.356045,-0.351687,-0.349796
69.99,-0.356046,-0.351694,-0.349807
69.998,-0.356046,-0.351702,-0.349817
70.006,-0.356047,-0.35171,-0.349827
70.014,-0.356047,-0.351718,-0.349837
70.023,-0.356046,-0.351726,-0.349847
70.031,-0.356046,-0.351733,-0.349857
70.039,-0.356046,-0.351742,-0.349866
70.048,-0.356047,-0.351749,-0.349876
70.056,-0.356046,-0.351756,-0.349887
70.064,-0.356046,-0.351763,-0.349897
70.073,-0.356045,-0.35177,-0.349908
70.081,-0.356046,-0.351777,-0.349919
70.089,-0.356047,-0.351784,-0.34993
70.098,-0.356049,-0.35179,-0.349941
70.106,-0.356049,-0.351796,-0.349953
70.115,-0.356049,-0.351802,-0.349965
70.123,-0.356048,-0.351808,-0.349976
70.131,-0.356047,-0.351814,-0.349987
70.139,-0.356045,-0.351821,-0.349999
70.148,-0.356044,-0.351827,-0.35001
70.156,-0.356043,-0.351833,-0.350021
70.164,-0.356043,-0.35184,-0.350033
70.173,-0.356043,-0.351847,-0.350044
70.181,-0.356043,-0.351854,-0.350055
70.19,-0.356045,-0.351861,-0.350065
70.198,-0.356047,-0.351868,-0.350074
70.206,-0.356048,-0.351874,-0.350084
70.215,-0.356049,-0.35188,-0.350094
70.223,-0.35605,-0.351887,-0.350104
70.231,-0.356051,-0.351893,-0.350115
70.24,-0.356052,-0.351899,-0.350125
70.248,-0.356052,-0.351905,-0.350136
70.256,-0.356051,-0.351912,-0.350147
70.264,-0.356052,-0.35192,-0.35016
70.273,-0.356051,-0.351928,-0.350172
70.281,-0.356051,-0.351936,-0.350184
70.29,-0.356051,-0.351943,-0.350196
70.298,-0.356052,-0.35195,-0.350207
70.306,-0.356053,-0.351956,-0.350218
70.315,-0.356055,-0.351961,-0.350229
70.323,-0.356056,-0.351967,-0.350239
70.331,-0.356057,-0.351971,-0.350249
70.34,-0.356058,-0.351976,-0.35026
70.348,-0.356058,-0.351982,-0.35027
70.356,-0.356057,-0.351987,-0.35028
70.365,-0.356057,-0.351993,-0.350291
70.373,-0.356057,-0.351999,-0.350301
70.381,-0.356057,-0.352005,-0.350312
70.389,-0.356057,-0.352011,-0.350323
70.398,-0.356056,-0.352017,-0.350333
70.406,-0.356056,-0.352024,-0.350345
70.414,-0.356057,-0.352031,-0.350355
70.423,-0.356058,-0.352037,-0.350367
70.431,-0.356059,-0.352044,-0.350378
70.44,-0.35606,-0.352051,-0.350389
70.448,-0.356061,-0.352058,-0.350401
70.456,-0.356063,-0.352065,-0.350412
70.465,-0.356064,-0.352072,-0.350424
70.473,-0.356065,-0.352078,-0.350435
70.481,-0.356067,-0.352084,-0.350447
70.49,-0.356068,-0.35209,-0.350459
70.498,-0.35607,-0.352095,-0.350471
70.506,-0.356071,-0.352102,-0.350482
70.514,-0.356072,-0.352108,-0.350493
70.523,-0.356072,-0.352114,-0.350505
70.531,-0.356072,-0.35212,-0.350517
70.54,-0.356072,-0.352126,-0.350529
70.548,-0.356072,-0.352133,-0.350541
70.557,-0.356072,-0.35214,-0.350552
70.565,-0.356073,-0.352147,-0.350564
70.573,-0.356073,-0.352154,-0.350574
70.581,-0.356074,-0.35216,-0.350584
70.59,-0.356075,-0.352166,-0.350594
70.598,-0.356077,-0.352172,-0.350603
70.607,-0.356078,-0.352179,-0.350613
70.615,-0.356078,-0.352184,-0.350622
70.623,-0.356079,-0.35219,-0.350632
70.631,-0.356079,-0.352195,-0.350643
70.64,-0.35608,-0.352201,-0.350654
70.648,-0.356081,-0.352205,-0.350665
70.656,-0.356082,-0.352211,-0.350676
70.665,-0.356082,-0.352217,-0.350687
70.673,-0.356083,-0.352223,-0.350699
70.682,-0.356085,-0.352228,-0.350711
70.69,-0.356086,-0.352233,-0.350723
70.698,-0.356087,-0.352238,-0.350734
70.707,-0.356088,-0.352244,-0.350745
70.715,-0.356088,-0.35225,-0.350756
70.723,-0.356089,-0.352256,-0.350767
70.731,-0.356089,-0.352262,-0.350779
70.74,-0.356091,-0.352267,-0.35079
70.748,-0.356092,-0.352272,-0.3508
70.757,-0.356093,-0.352278,-0.35081
70.765,-0.356093,-0.352284,-0.350821
70.773,-0.356094,-0.352289,-0.350833
70.782,-0.356094,-0.352294,-0.350845
70.79,-0.356094,-0.352299,-0.350857
70.798,-0.356094,-0.352304,-0.350868
70.806,-0.356094,-0.352309,-0.350879
70.815,-0.356093,-0.352314,-0.35089
70.823,-0.356092,-0.35232,-0.350901
70.831,-0.356092,-0.352325,-0.350912
70.84,-0.356092,-0.352332,-0.350923
70.848,-0.356092,-0.352337,-0.350934
70.856,-0.356092,-0.352343,-0.350946
70.865,-0.356093,-0.352348,-0.350958
70.873,-0.356093,-0.352353,-0.35097
70.881,-0.356094,-0.352358,-0.350982
70.89,-0.356095,-0.352362,-0.350993
70.898,-0.356096,-0.352366,-0.351005
70.906,-0.356096,-0.35237,-0.351016
70.914,-0.356098,-0.352374,-0.351026
70.923,-0.356099,-0.352377,-0.351036
70.932,-0.3561,-0.352381,-0.351046
70.94,-0.356101,-0.352385,-0.351055
70.948,-0.356103,-0.35239,-0.351065
70.957,-0.356105,-0.352395,-0.351075
70.965,-0.356108,-0.3524,-0.351085
70.973,-0.35611,-0.352405,-0.351094
70.982,-0.356111,-0.352411,-0.351105
70.99,-0.356113,-0.352416,-0.351116
70.998,-0.356114,-0.352422,-0.351126
71.007,-0.356115,-0.352428,-0.351137
71.015,-0.356115,-0.352433,-0.351147
71.023,-0.356115,-0.352439,-0.351157
71.031,-0.356115,-0.352445,-0.351168
71.04,-0.356113,-0.352452,-0.351179
71.048,-0.356112,-0.352458,-0.351189
71.056,-0.356112,-0.352463,-0.3512
71.065,-0.356112,-0.352469,-0.35121
71.073,-0.356112,-0.352474,-0.351221
71.082,-0.356112,-0.352479,-0.351232
71.09,-0.356112,-0.352484,-0.351242
71.098,-0.356112,-0.352489,-0.351252
71.106,-0.356113,-0.352494,-0.351262
71.115,-0.356113,-0.352499,-0.351272
71.123,-0.356113,-0.352504,-0.351282
71.132,-0.356114,-0.35251,-0.351291
71.14,-0.356113,-0.352515,-0.351301
71.148,-0.356113,-0.35252,-0.351312
71.157,-0.356114,-0.352526,-0.351323
71.165,-0.356114,-0.352531,-0.351334
71.173,-0.356116,-0.352535,-0.351344
71.182,-0.356117,-0.35254,-0.351355
71.19,-0.356117,-0.352544,-0.351365
71.198,-0.356117,-0.352548,-0.351375
71.207,-0.356117,-0.352553,-0.351386
71.215,-0.356117,-0.352557,-0.351397
71.223,-0.356118,-0.352561,-0.351408
71.232,-0.356118,-0.352565,-0.351419
71.24,-0.356118,-0.35257,-0.35143
71.248,-0.356118,-0.352574,-0.35144
71.257,-0.356118,-0.35258,-0.35145
71.265,-0.356118,-0.352584,-0.351461
71.274,-0.356118,-0.352589,-0.351471
71.282,-0.356118,-0.352595,-0.351481
71.29,-0.356118,-0.352599,-0.351492
71.299,-0.356118,-0.352605,-0.351503
71.307,-0.356119,-0.35261,-0.351512
71.315,-0.35612,-0.352615,-0.35152
71.324,-0.356122,-0.352621,-0.351529
71.332,-0.356123,-0.352627,-0.351538
71.34,-0.356125,-0.352632,-0.351546
71.349,-0.356125,-0.352637,-0.351555
71.357,-0.356126,-0.352642,-0.351563
71.365,-0.356126,-0.352647,-0.351572
71.373,-0.356126,-0.352651,-0.351581
71.382,-0.356125,-0.352655,-0.35159
71.39,-0.356125,-0.35266,-0.351599
71.399,-0.356125,-0.352664,-0.351608
71.407,-0.356125,-0.352669,-0.351616
71.415,-0.356126,-0.352673,-0.351625
71.424,-0.356128,-0.352677,-0.351633
71.432,-0.35613,-0.352682,-0.351642
71.44,-0.356131,-0.352686,-0.35165
71.449,-0.356132,-0.352691,-0.351659
71.457,-0.356134,-0.352696,-0.351669
71.465,-0.356135,-0.3527,-0.351678
71.474,-0.356136,-0.352704,-0.351688
71.482,-0.356137,-0.352708,-0.351696
71.49,-0.356137,-0.352713,-0.351704
71.499,-0.356136,-0.352718,-0.351712
71.507,-0.356137,-0.352724,-0.35172
71.515,-0.356137,-0.352729,-0.351729
71.524,-0.356138,-0.352734,-0.351738
71.532,-0.356139,-0.35274,-0.351747
71.54,-0.35614,-0.352745,-0.351757
71.549,-0.35614,-0.35275,-0.351765
71.557,-0.35614,-0.352754,-0.351774
71.565,-0.356141,-0.352759,-0.351782
71.574,-0.35614,-0.352762,-0.351789
71.582,-0.35614,-0.352766,-0.351797
71.59,-0.35614,-0.352771,-0.351805
71.599,-0.35614,-0.352776,-0.351814
71.607,-0.356141,-0.35278,-0.351822
71.615,-0.356141,-0.352785,-0.351831
71.624,-0.356142,-0.35279,-0.351841
71.632,-0.356143,-0.352795,-0.351851
71.641,-0.356144,-0.3528,-0.35186
71.649,-0.356144,-0.352804,-0.351868
71.657,-0.356143,-0.352809,-0.351876
71.665,-0.356143,-0.352813,-0.351883
71.674,-0.356143,-0.352817,-0.351891
71.682,-0.356143,-0.352822,-0.351899
71.69,-0.356143,-0.352827,-0.351906
71.699,-0.356144,-0.352831,-0.351914
71.707,-0.356146,-0.352834,-0.351924
71.715,-0.356149,-0.352838,-0.351933
71.724,-0.356152,-0.352842,-0.351941
71.732,-0.356155,-0.352846,-0.35195
71.74,-0.356156,-0.352849,-0.351957
71.749,-0.356157,-0.352853,-0.351964
71.757,-0.356158,-0.352857,-0.351971
71.765,-0.356157,-0.352861,-0.351977
71.774,-0.356157,-0.352865,-0.351983
71.782,-0.356156,-0.352869,-0.35199
71.79,-0.356155,-0.352874,-0.351997
71.799,-0.356154,-0.352879,-0.352005
71.807,-0.356154,-0.352883,-0.352013
71.815,-0.356155,-0.352886,-0.352022
71.824,-0.356157,-0.35289,-0.352031
71.832,-0.356159,-0.352893,-0.35204
71.841,-0.35616,-0.352897,-0.352048
71.849,-0.356161,-0.3529,-0.352055
71.857,-0.356162,-0.352905,-0.352062
71.866,-0.356163,-0.352909,-0.352068
71.874,-0.356164,-0.352914,-0.352074
71.882,-0.356164,-0.352919,-0.352081
71.891,-0.356165,-0.352924,-0.352088
71.899,-0.356166,-0.352929,-0.352095
71.908,-0.356167,-0.352933,-0.352102
71.916,-0.356169,-0.352937,-0.352108
71.924,-0.35617,-0.352941,-0.352115
71.933,-0.356171,-0.352945,-0.352123
71.941,-0.356172,-0.352949,-0.35213
71.949,-0.356173,-0.352953,-0.352137
71.957,-0.356174,-0.352956,-0.352143
71.966,-0.356175,-0.352959,-0.352149
71.974,-0.356176,-0.352962,-0.352156
71.982,-0.356176,-0.352965,-0.352163
71.991,-0.356178,-0.352969,-0.352169
71.999,-0.356179,-0.352972,-0.352175
72.007,-0.35618,-0.352975,-0.352181
72.016,-0.356181,-0.352978,-0.352187
72.024,-0.356182,-0.352982,-0.352193
72.033,-0.356182,-0.352985,-0.3522
72.041,-0.356182,-0.352988,-0.352207
72.049,-0.356181,-0.352992,-0.352214
72.057,-0.35618,-0.352996,-0.352222
72.066,-0.35618,-0.353001,-0.352229
72.074,-0.35618,-0.353004,-0.352235
72.082,-0.35618,-0.353008,-0.352241
72.091,-0.356181,-0.353011,-0.352248
72.099,-0.356182,-0.353014,-0.352254
72.108,-0.356183,-0.353016,-0.352261
72.116,-0.356184,-0.353019,-0.352267
72.124,-0.356185,-0.353022,-0.352274
72.133,-0.356187,-0.353025,-0.35228
72.141,-0.356188,-0.353029,-0.352286
72.149,-0.35619,-0.353033,-0.352292
72.158,-0.356191,-0.353038,-0.352299
72.166,-0.356193,-0.353042,-0.352305
72.174,-0.356194,-0.353046,-0.352311
72.183,-0.356194,-0.353051,-0.352317
72.191,-0.356194,-0.353054,-0.352324
72.199,-0.356194,-0.353057,-0.35233
72.208,-0.356194,-0.35306,-0.352336
72.216,-0.356193,-0.353062,-0.352343
72.225,-0.356194,-0.353065,-0.352348
72.233,-0.356194,-0.353069,-0.352353
72.241,-0.356195,-0.353072,-0.352357
72.249,-0.356196,-0.353075,-0.352361
72.258,-0.356196,-0.353078,-0.352365
72.266,-0.356196,-0.353081,-0.352368
72.275,-0.356196,-0.353083,-0.352371
72.283,-0.356197,-0.353086,-0.352374
72.291,-0.356197,-0.353089,-0.352378
72.3,-0.356197,-0.353092,-0.352382
72.308,-0.356198,-0.353094,-0.352388
72.316,-0.356198,-0.353097,-0.352394
72.324,-0.356199,-0.3531,-0.352401
72.333,-0.3562,-0.353104,-0.352407
72.341,-0.3562,-0.353107,-0.352413
72.349,-0.3562,-0.353111,-0.352418
72.358,-0.356201,-0.353115,-0.352421
72.366,-0.356201,-0.353118,-0.352423
72.374,-0.356201,-0.353121,-0.352425
72.383,-0.356201,-0.353124,-0.352428
72.391,-0.3562,-0.353125,-0.352432
72.399,-0.3562,-0.353127,-0.352436
72.408,-0.3562,-0.353129,-0.352441
72.416,-0.356201,-0.353132,-0.352446
72.425,-0.356202,-0.353134,-0.352451
72.433,-0.356204,-0.353136,-0.352455
72.441,-0.356205,-0.353138,-0.352459
72.449,-0.356206,-0.35314,-0.352462
72.458,-0.356207,-0.353142,-0.352465
72.466,-0.356208,-0.353144,-0.352467
72.474,-0.35621,-0.353147,-0.352469
72.483,-0.35621,-0.35315,-0.352472
72.491,-0.356211,-0.353153,-0.352477
72.5,-0.356211,-0.353155,-0.352482
72.508,-0.356211,-0.353158,-0.352486
72.516,-0.356213,-0.35316,-0.352492
72.524,-0.356214,-0.353161,-0.352496
72.533,-0.356215,-0.353162,-0.352501
72.541,-0.356216,-0.353163,-0.352504
72.55,-0.356217,-0.353163,-0.352506
72.558,-0.356217,-0.353163,-0.352508
72.566,-0.356218,-0.353164,-0.35251
72.575,-0.35622,-0.353166,-0.352513
72.583,-0.356221,-0.353169,-0.352516
72.591,-0.356222,-0.353172,-0.352519
72.599,-0.356221,-0.353174,-0.352523
72.608,-0.356222,-0.353176,-0.352526
72.616,-0.356222,-0.353179,-0.352529
72.625,-0.356222,-0.353182,-0.352531
72.633,-0.356221,-0.353184,-0.352533
72.641,-0.35622,-0.353187,-0.352534
72.65,-0.35622,-0.353189,-0.352535
72.658,-0.35622,-0.353191,-0.352535
72.667,-0.356219,-0.353192,-0.352536
72.675,-0.35622,-0.353194,-0.352537
72.683,-0.356221,-0.353197,-0.352539
72.691,-0.356223,-0.353199,-0.35254
72.7,-0.356225,-0.353201,-0.352542
72.708,-0.356226,-0.353201,-0.352544
72.716,-0.356229,-0.353201,-0.352545
72.725,-0.356231,-0.353202,-0.352547
72.733,-0.356231,-0.353202,-0.352548
72.742,-0.356231,-0.353201,-0.352549
72.75,-0.356231,-0.353201,-0.352551
72.759,-0.356232,-0.353202,-0.352553
72.767,-0.356232,-0.353203,-0.352556
72.775,-0.356233,-0.353204,-0.352558
72.783,-0.356234,-0.353207,-0.352559
72.791,-0.356235,-0.353209,-0.35256
72.8,-0.356237,-0.353211,-0.352561
72.808,-0.356238,-0.353212,-0.352561
72.817,-0.356238,-0.353213,-0.352561
72.825,-0.356238,-0.353214,-0.352561
72.833,-0.356238,-0.353214,-0.352562
72.841,-0.356239,-0.353214,-0.352562
72.85,-0.356239,-0.353213,-0.352562
72.858,-0.356239,-0.353213,-0.352563
72.867,-0.35624,-0.353212,-0.352564
72.875,-0.35624,-0.353212,-0.352564
72.883,-0.356241,-0.353213,-0.352564
72.892,-0.356242,-0.353214,-0.352565
72.9,-0.356242,-0.353215,-0.352565
72.908,-0.356243,-0.353215,-0.352566
72.917,-0.356243,-0.353216,-0.352567
72.925,-0.356244,-0.353218,-0.352567
72.933,-0.356244,-0.353219,-0.352567
72.942,-0.356245,-0.35322,-0.352568
72.95,-0.356246,-0.35322,-0.352567
72.959,-0.356247,-0.353221,-0.352567
72.967,-0.356248,-0.353221,-0.352566
72.975,-0.35625,-0.353221,-0.352565
72.983,-0.356251,-0.353221,-0.352563
